title,rating,body
Worst phone i ever seen.. Very disappointed samsung,1.0,March 18/2021..I purchase this phone.. Continuesly facing Display and thouch issue / to much of hanging issues.. Don't buy this product.. Waste of money and time
Not recommended,1.0,Software is bad.  Screen size making many apps don't work properly. Can't see UPI interface properly.
Yah product bahut hi Achcha battery pickup bhi achcha camera quality achha hai,5.0,Product bahut hi accha high battery pickup bhi achcha Hai camera quality bhi achcha hai aur bahut hi Alka mobile achha hai Dekhne Mein
Very slow,1.0,Very slow like 2 gb ram phones
Complete value for money..,5.0,"Amazing screen clarity, good camera quality...checked many handsets but found this model to have best features considering the price.."
Can help you in bodybuilding,3.0,"Phone is nice but really difficult to handle as it is bulky. On the positive side, it can act as Dumbell and help you in bodybuilding."
Good product,5.0,Very nice phone in such a configuration. Battery backup is quite good.
repalce of the product is not done even person taken the photographs,1.0,repalce of the product is not done even person taken the photographs. now they are telling retun window closed after sendin the damaged product
Phone is bulkly,3.0,"Phone is working fine, but bit heavier."
Good one,5.0,All functions are good expecting Camara
Never buy,1.0,Worst mobile and worst customer service
A+,4.0,Super
Decent phone,4.0,Nice phone over all
Best budget phone,5.0,Don't compare this phone with other Chinese phones .its durable  and cost efficient.  Go for it
Good Quality,5.0,Good quality
Not value for money this product,1.0,"Camera quality Not good,  finger print and facelock  Not working properly"
"Nice phone for normal use, bit heavy to carry but good battery backup.",4.0,"Finger print sensor is on right side of the phone so depends upon how we hold it, many times while holding a phone sensor reads automatically as incorrect print."
Worth It for price 8400 only.,5.0,I have bought this phone during great Indian festival. After 2 months there are no issue in phone.I am very satisfied for this product. And price also low.
Nice & worthy product!,5.0,overall nice product 👌 much storage & long battery life speed up the best experience...
Value for money phone,5.0,Perfect match between Price and feature. Wide Screen good resolution. Long Battery Life.
Nice product in fare price,5.0,Nice mobile 📱👌 battery backup is awesome.4gb ram and 64gb rom.
Awesome,4.0,Very nice
Average,3.0,Not upto expected quality
Very good phone,3.0,Performance and battery life are too good .The camera is also good
All is well,3.0,Battery life is awesome but is to heavy mobile
Best mobile for normal users,5.0,Overall good phone as usual from samsung. The produc is very good for day to day usage.  Samsung brand you can trust.
Good mobile,5.0,Best phone
Best budget phone,5.0,Samsung knows what public wants in a very low budget phone so samsung has given its maximum potential to meets the demands of public of low budget phone category
Bulky due to 6000 Mah battery,4.0,"Phone is good but feels heavy due to large battery. You cannot hold this for long in one hand. Apart from this, phone is good"
Screen hairline crack in same way 2nd time in 17 days,1.0,Useless product after replacing it same way hairline screen crack at same location need replacement it's happening I. 17 days
bulky phone,3.0,good for normal use for parents. phone is bulky. screen is not that good. u can get better phones from other brands in this price range
Good one,5.0,Good camera quality and amazing battery life. Phone is heavy and hence a little difficult use single handedly
Waste of Money,2.0,It's difficult to take screenshots and the image quality is also no upto the mark. Don't purchase this model.
Nice product under this price,4.0,Good phone under this price but camera quality not good compare to note 10Speed good camera quality low
display is not good though it is  mentioned but,3.0,"phone is good for light usage ,you will find lots of samsing app keeps on crashing , it may be not phones problem.Display is not decent."
All rounder phone but front camera is a little bit weak.,5.0,The front camera is little bit to a down side since it is 8mp . So the front camera  may be a problem  for the phone.
nice,5.0,nice
Good,5.0,Camera quality is somehow normal
Main mobile box is damaged,1.0,"I want to gift this item to someone, so I don't want to keep this item as its box is damaged. Kindly replace it with the other piece or refund the money. Thanks"
The phone gets hanged a lot! Don't Buy!,1.0,The phone got hung up after month of buying it. It is extremely slow and the promise by the product was that it never hangs. Worst experience. Please don't buy!
"There is a low quality of camera,this is very low.",3.0,"There is a huge impact of long battery life but other hand there is a very low camera quality, and it's weight is too more, and the width of phone is very wide."
Poor quality dipay processor and camera dont buy value below 8000.  6000 loss,1.0,camera quality below 6mp  display not good for Rs 13500. its battery may be3000mah  totaly disappoyinted may be put steel bar for weight dont buy for this price
Very worst phone,3.0,Internet not working properlly facing to much issue intis phone. Camera is not upto mark as 48MP. Fingerprint sensor is not user friendly. Battery life is good.
Best mobile for freshers,4.0,"The media could not be loaded.
                




   Nice very nice"
No compass,2.0,I was expecting  a perfect  phone and o though  I'll  get everything but no compass which is the basic need .
"Good phone phone for normal civilians , but not good for soldiers of pubg and free fire",4.0,"It's not a premium set but it's a nice mobile phone for students.  Baki ap short videos banane ya pubg khelne k liye isko lo , mai Suggest nahi karunga"
Value for money,4.0,Overall good product. If you are looking for good phone under 10 k  just go for it.ConsMobile weight is high 221 g.
Good,5.0,Good ultimate battery capacity i charge 100%And it will two days to get low battery good camera take a click in portrait that was osm
Camera is not so clear,2.0,CAMERA is not so clearly n finger prints face unlock r not good
Not best,5.0,Ok
Audio jack 3.5 mm not working,2.0,3.5 mm Audio jack earphones not working tried with many different earphones.Other all ok
Average,3.0,Processor is too slow to install apps.
They mentioned that their is a headphone with phone but there is no headphone with mobile phone,2.0,Okay
Good product,5.0,Like
Battery life is good,4.0,Camera quality is very bad with out amoled display phone is looking dull and rest of all is very good
Great phone under 10k,4.0,"The only problem with this phone is its weight, otherwise it's a great phone with exceptional camera."
Great battery life for the price,5.0,Good sturdy phone with very good battery which get charged within 1hr50mins from 0-100%Good buy
Super performance on low  budget,5.0,Very nice product good camera good battery life very fast performance like it very much. Budget phone
Budget friendly phone,5.0,Battery life super
Good mobile at affordable price,5.0,Has good battery life. 4GB RAM makes one to work with more applications simultaneously.
"Okayish phone, but too thick and heavy",4.0,Clean interface and decent camera for the price. But the phone feels too big and heavy.
Value for money,5.0,Battery life and camera is superb the ring volume is high as compared to the J7 version
Camera is barely when zoom in,2.0,"Fingerprint scanner at side lock button that means you have not allowed to cover this area, protection gard or cover"
Good product from samsung.,5.0,"Smartphone is overall good, but tjis onltynfor those who want tk buy only samsung or want to feel samsung expirence."
